,Combined_Test_acc,Combined_Train_acc,Other_NLL,Other_OT,Test_NLL,Test_OT,Test_Test_acc,Test_Train_acc,Train_NLL,Train_OT,Train_Test_acc,Train_Train_acc,lip_loss,model_Test_acc,model_Train_acc
17,0.7125,0.9194444444444444,-584.4253540039062,15.081257820129395,-583.4242553710938,16.401588439941406,0.9125,0.6444444444444445,-687.7744750976562,14.901379585266113,0.675,0.9527777777777777,24.481544494628906,0.7625,0.5083333333333333
18,0.7125,0.9166666666666666,-608.7207641601562,14.837270736694336,-608.8414306640625,16.120254516601562,0.9125,0.6305555555555555,-728.3140869140625,14.664002418518066,0.65,0.9611111111111111,27.932044982910156,0.775,0.5166666666666667
19,0.7125,0.9166666666666666,-629.51171875,14.584455490112305,-629.3150634765625,16.08083152770996,0.9125,0.6055555555555555,-769.0918579101562,14.422094345092773,0.625,0.9638888888888889,31.439931869506836,0.8375,0.5333333333333333
20,0.7,0.9166666666666666,-644.734130859375,14.40793514251709,-644.7167358398438,15.744254112243652,0.925,0.5861111111111111,-805.4529418945312,14.250073432922363,0.6,0.9722222222222222,37.62972640991211,0.8625,0.575
21,0.7,0.9166666666666666,-654.7879028320312,14.173850059509277,-654.5989379882812,15.639413833618164,0.9,0.5722222222222222,-838.7879638671875,14.062373161315918,0.6,0.9777777777777777,39.012882232666016,0.85,0.6027777777777777
22,0.7,0.9166666666666666,-660.0945434570312,14.044496536254883,-661.2257080078125,15.415788650512695,0.9,0.55,-871.4581909179688,13.889471054077148,0.5875,0.9777777777777777,49.43357849121094,0.825,0.6694444444444444
23,0.6875,0.9111111111111111,-653.8329467773438,13.975043296813965,-653.0901489257812,15.255986213684082,0.9,0.5416666666666666,-892.9705200195312,13.798691749572754,0.575,0.9777777777777777,51.360694885253906,0.775,0.7277777777777777
24,0.675,0.9111111111111111,-655.9231567382812,13.793730735778809,-658.01123046875,15.144689559936523,0.8875,0.5194444444444445,-924.5780029296875,13.690499305725098,0.5625,0.9805555555555555,54.545955657958984,0.7375,0.7611111111111111
25,0.675,0.9138888888888889,-651.3120727539062,13.687135696411133,-653.9776611328125,15.085844039916992,0.8875,0.5055555555555555,-951.1642456054688,13.584455490112305,0.55,0.9833333333333333,62.961483001708984,0.7125,0.8
26,0.675,0.9083333333333333,-641.37841796875,13.637375831604004,-642.904541015625,15.035744667053223,0.8875,0.5027777777777778,-975.0025634765625,13.505542755126953,0.55,0.9833333333333333,64.70599365234375,0.7,0.8388888888888889
27,0.675,0.9083333333333333,-623.097900390625,13.531325340270996,-623.8818359375,14.896851539611816,0.8875,0.5027777777777778,-990.0437622070312,13.438925743103027,0.5375,0.9833333333333333,65.217529296875,0.675,0.8833333333333333
28,0.6625,0.9083333333333333,-613.5430908203125,13.508877754211426,-616.333984375,14.907023429870605,0.8875,0.5,-1015.542724609375,13.375604629516602,0.5375,0.9833333333333333,72.70475769042969,0.675,0.8916666666666667
29,0.6625,0.9083333333333333,-594.9397583007812,13.467020034790039,-597.7536010742188,14.754621505737305,0.8875,0.5,-1033.500244140625,13.34475040435791,0.5375,0.9861111111111112,78.28738403320312,0.6625,0.9055555555555556
30,0.65,0.9055555555555556,-572.26025390625,13.378973007202148,-576.1564331054688,14.765978813171387,0.8875,0.5,-1045.75537109375,13.306673049926758,0.5375,0.9861111111111112,92.19328308105469,0.5875,0.9277777777777778
31,0.6125,0.9055555555555556,-556.9848022460938,13.361177444458008,-561.0867309570312,14.815120697021484,0.8875,0.5,-1066.75146484375,13.307380676269531,0.525,0.9888888888888889,83.30598449707031,0.5875,0.9361111111111111
32,0.6,0.8972222222222223,-538.3659057617188,13.355345726013184,-541.9425048828125,14.700959205627441,0.8875,0.5,-1083.387939453125,13.267606735229492,0.5125,0.9888888888888889,88.06184387207031,0.5625,0.9416666666666667
33,0.6,0.8944444444444445,-513.1257934570312,13.37028694152832,-519.531005859375,14.799558639526367,0.8875,0.5,-1096.79052734375,13.24314022064209,0.5125,0.9888888888888889,92.56451416015625,0.5625,0.9583333333333334
34,0.6,0.8944444444444445,-486.91290283203125,13.357695579528809,-489.5903015136719,14.781973838806152,0.8875,0.5,-1106.7562255859375,13.23376750946045,0.5125,0.9888888888888889,96.71946716308594,0.5375,0.9611111111111111
35,0.5875,0.8916666666666667,-470.354736328125,13.333465576171875,-476.400390625,14.68384838104248,0.8875,0.5,-1121.98974609375,13.224542617797852,0.5125,0.9916666666666667,94.01950073242188,0.55,0.9722222222222222
36,0.575,0.8888888888888888,-447.7675476074219,13.337133407592773,-451.64385986328125,14.639907836914062,0.8875,0.5,-1137.408935546875,13.20936107635498,0.5125,0.9916666666666667,103.13863372802734,0.5375,0.9722222222222222
37,0.5625,0.8833333333333333,-417.111572265625,13.295019149780273,-420.20587158203125,14.724559783935547,0.8875,0.5,-1142.197021484375,13.186015129089355,0.5125,0.9916666666666667,97.47467041015625,0.5375,0.975
38,0.5625,0.8777777777777778,-397.375,13.274938583374023,-399.9732360839844,14.613969802856445,0.8875,0.5,-1158.7244873046875,13.184806823730469,0.5125,0.9916666666666667,120.74745178222656,0.5375,0.975
39,0.5625,0.875,-370.4372863769531,13.33292007446289,-371.7535705566406,14.739665031433105,0.8875,0.5,-1171.5362548828125,13.188090324401855,0.5125,0.9944444444444445,117.19990539550781,0.5375,0.975
40,0.5625,0.8666666666666667,-342.88232421875,13.3185396194458,-344.5386657714844,14.670552253723145,0.8875,0.5,-1181.015380859375,13.142620086669922,0.5125,0.9944444444444445,118.2642593383789,0.5375,0.9805555555555555
41,0.5625,0.8583333333333333,-315.1723937988281,13.322992324829102,-316.1667175292969,14.640254974365234,0.8875,0.5,-1194.2781982421875,13.158108711242676,0.5125,0.9944444444444445,131.5042266845703,0.5375,0.9805555555555555
42,0.5625,0.8527777777777777,-281.69598388671875,13.303579330444336,-284.5920104980469,14.70772647857666,0.8875,0.5,-1199.3857421875,13.138506889343262,0.5125,0.9944444444444445,131.2327423095703,0.525,0.9805555555555555
43,0.5625,0.8472222222222222,-268.0373229980469,13.303099632263184,-271.80706787109375,14.653913497924805,0.8875,0.5,-1213.793212890625,13.130544662475586,0.5125,0.9944444444444445,121.46746826171875,0.525,0.9805555555555555
44,0.55,0.8416666666666667,-247.78309631347656,13.346664428710938,-245.83447265625,14.645773887634277,0.8875,0.5,-1222.401611328125,13.163641929626465,0.5125,0.9944444444444445,137.8125,0.525,0.9805555555555555
